"","charge","chemicalFormula"
"7216",-4,"C29H40N7O19P3S"
"7217",0,"C4H6N4O"
"7218",-1,"C5H11O3S"
"7219",-3,"C6H3O6"
"7220",-1,"C7H5O5"
"7221",-1,"CHO3"
"7222",0,"C8H10"
"7223",-1,"C6H4NO2"
"7224",0,"C8H10"
"7225",-1,"C8H7O4"
"7226",0,"C8H8O3"
"7227",-1,"C5H11O3S"
"7228",0,"C5H10N2O3S"
"7229",0,"C8H16N2O3"
"7230",0,"C11H14N2O3"
"7231",0,"C11H14N2O4"
"7232",-2,"C10H13N5O10P2"
"7233",0,"C29H43O2R"
"7234",0,"null"
"7235",0,"null"
"7236",0,"null"
"7237",0,"C30H50O"
"7238",0,"C29H48O"
"7239",0,"C28H46O"
"7240",0,"C28H46O"
"7241",0,"null"
"7242",0,"null"
"7243",0,"C52H80O3"
"7244",0,"C53H82O3"
"7245",0,"null"
"7246",0,"null"
"7247",0,"null"
"7248",0,"null"
"7249",0,"null"
"7250",0,"null"
"7251",0,"null"
"7252",0,"null"
"7253",0,"null"
"7254",0,"null"
"7255",0,"null"
"7256",0,"null"
"7257",0,"null"
"7258",0,"null"
"7259",0,"C51H78O2"
"7260",0,"C52H80O2"
"7261",0,"null"
"7262",0,"null"
"7263",0,"null"
"7264",0,"null"
"7265",-4,"C39H66O17N7P3S"
"7266",0,"null"
"7267",0,"null"
"7268",0,"null"
"7269",0,"null"
"7270",0,"null"
"7271",0,"null"
"7272",0,"null"
"7273",0,"null"
"7274",0,"null"
"7275",0,"null"
"7276",0,"null"
"7277",0,"null"
"7278",0,"null"
"7279",0,"null"
"7280",0,"null"
"7281",0,"null"
"7282",0,"null"
"7283",0,"null"
"7284",0,"null"
"7285",-4,"C43H74N7O18P3S"
"7286",0,"null"
"7287",0,"null"
"7288",0,"null"
"7289",0,"C12H22O11"
"7290",0,"C18H32O16"
"7291",0,"C7H9N5O2"
"7292",0,"C7H11N5O8P2"
"7293",-4,"C39H66N7O18P3S"
"7294",-4,"C37H62N7O18P3S"
"7295",-4,"C35H58N7O18P3S"
"7296",0,"null"
"7297",0,"null"
"7298",0,"null"
"7299",-4,"C31H50N7O18P3S"
"7300",0,"null"
"7301",-4,"C29H46N7O18P3S"
"7302",0,"null"
"7303",0,"null"
"7304",0,"null"
"7305",0,"null"
"7306",0,"null"
"7307",0,"null"
"7308",0,"C10H12N5O3R"
"7309",1,"C19H22N6O4R"
"7310",0,"null"
"7311",0,"null"
"7312",0,"null"
"7313",0,"null"
"7314",0,"null"
"7315",0,"null"
"7316",-2,"C3H5O6P"
"7317",0,"C36H44N4O8"
"7318",0,"null"
"7319",-4,"C41H70N7O18P3S"
"7320",-4,"C45H78N7O18P3S"
"7321",-4,"C47H82N7O18P3S"
"7322",0,"null"
"7323",0,"null"
"7324",0,"null"
"7325",-3,"C24H37N7O17P3S"
"7326",-2,"C5H6O11P2R2"
"7327",0,"null"
"7328",0,"C51H78O"
"7329",0,"null"
"7330",0,"null"
"7331",0,"null"
"7332",0,"null"
"7333",0,"null"
"7334",0,"null"
"7335",0,"null"
"7336",0,"null"
"7337",-1,"C4H5N2O3R2"
"7338",-1,"C4H5N2O3R2"
"7339",-1,"C12H17N4O7P2S"
"7340",0,"C8H11NO3"
"7341",0,"null"
"7342",0,"null"
"7343",0,"null"
"7344",0,"null"
"7345",-1,"C21H26N7O14P2"
"7346",-2,"C15H21N5O14P2"
"7347",-2,"C7H10O5"
"7348",-1,"C10H17N2O3"
"7349",-1,"C6H11O4"
"7350",-1,"C5H6O8PR2"
"7351",0,"C7H14O6"
"7352",0,"C7H14O6"
"7353",0,"C6H12O6"
"7354",0,"C6H12O6"
"7355",0,"C6H12O5"
"7356",0,"C6H12O5"
"7357",0,"C6H14O6"
"7358",1,"C6H14NO5"
"7359",1,"C6H14NO5"
"7360",0,"C6H12O5"
"7361",0,"C6H12O5"
"7362",0,"null"
"7363",0,"null"
"7364",0,"null"
"7365",0,"null"
"7366",-1,"C13H23N2O8PRS"
"7367",-1,"C15H27N2O8PRS"
"7368",-1,"C17H31N2O8PRS"
"7369",-1,"C19H35N2O8PRS"
"7370",-1,"C21H39N2O8PRS"
"7371",-1,"C27H51N2O8PRS"
"7372",-1,"C29H55N2O8PRS"
"7373",0,"null"
"7374",0,"null"
"7375",0,"C10H12N2O4"
"7376",0,"C10H12N5O3R"
"7377",0,"C15H19N6O4R"
"7378",0,"C7H14O2"
"7379",0,"C7H14O2"
"7380",0,"C5H10O"
"7381",0,"C5H12O"
"7382",0,"C5H12O"
"7383",0,"C4H8O"
"7384",0,"C4H8O"
"7385",0,"C8H10O"
"7386",-1,"C37H53O4"
"7387",-1,"C8H13O5"
"7388",0,"C5H10O"
"7389",-1,"C37H53O3"
"7390",-4,"C28H36N7O18P3S"
"7391",-4,"C23H34N7O17P3S"
"7392",0,"C2H3O2R"
"7393",0,"C2H3O2R"
"7394",0,"C7H14O2"
"7395",0,"C6H12O2"
"7396",0,"C4H10O"
"7397",-2,"C7H6O6"
"7398",0,"C42H85NO3"
"7399",0,"C44H89NO3"
"7400",0,"C42H85NO4"
"7401",0,"C44H89NO4"
"7402",0,"C16H28N2O11"
"7403",0,"C24H41N3O16"
"7404",-3,"C9H13N3O14P3"
"7405",0,"C34H54O6"
"7406",-1,"C18H31O2"
"7407",-2,"C15H26O7P2"
"7408",-2,"C16H23N5O16P2"
"7409",-3,"C10H13N5O14P3"
"7410",-3,"C47H83N7O17P3S"
"7411",-2,"C30H50O7P2"
"7412",0,"C7H14O2"
"7413",0,"C5H12O"
"7414",0,"C6H12O2"
"7415",0,"C4H10O"
"7416",0,"C10H11NO"
"7417",-2,"C5H10O7P2"
"7418",-3,"C21H25N7O17P3"
"7419",-2,"C20H22N2O8"
"7420",-2,"C20H22N2O8"
"7421",-1,"C10H10NO4"
"7422",-1,"C18H31O2"
"7423",0,"C10H12O2"
"7424",-2,"C25H42O7P2"
"7425",0,"C10H12O2"
"7426",-11,"C6H7O24P6"
"7427",0,"C18H40NO6P"
"7428",-1,"C18H39NO5P"
"7429",-3,"C45H79N7O17P3S"
"7430",-3,"C9H12N2O15P3"
"7431",-3,"C26H41N7O18P3S"
"7432",-3,"C25H39N7O18P3S"
"7433",-1,"C4H5O3"
"7434",-4,"C48H82N7O19P3S"
"7435",-3,"C7H5O6"
"7436",-3,"C25H39N7O17P3S"
"7437",-1,"C38H74O8P"
"7438",-1,"C41H80O8P"
"7439",-1,"C33H63N2O8PRS"
"7440",-1,"C35H65N2O8PRS"
"7441",-1,"C33H61N2O8PRS"
"7442",-1,"C49H93N2O8PRS"
"7443",-1,"C51H95N2O8PRS"
"7444",-1,"C51H97N2O8PRS"
"7445",-1,"C53H99N2O8PRS"
"7446",-1,"C53H101N2O8PRS"
"7447",-1,"C55H103N2O8PRS"
"7448",-1,"C49H93N2O8PRS"
"7449",-1,"C51H95N2O8PRS"
"7450",-1,"C41H78O13P"
"7451",-1,"C63H119N2O8PRS"
"7452",-1,"C65H123N2O8PRS"
"7453",-1,"C64H121N2O8PRS"
"7454",-1,"C68H129N2O9PRS"
"7455",-1,"C69H131N2O9PRS"
"7456",-1,"C69H133N2O9PRS"
"7457",-1,"C70H135N2O9PRS"
"7458",-1,"C70H133N2O9PRS"
"7459",-1,"C71H135N2O9PRS"
"7460",-1,"C71H137N2O9PRS"
"7461",-1,"C72H139N2O9PRS"
"7462",0,"C40H56O2"
"7463",-1,"C67H127N2O8PRS"
"7464",-1,"C67H127N2O8PRS"
"7465",-1,"C67H127N2O8PRS"
"7466",-1,"C69H131N2O8PRS"
"7467",-1,"C69H131N2O8PRS"
"7468",-1,"C28H55O2"
"7469",-1,"C27H53O2"
"7470",-1,"C17H33O2"
"7471",-1,"C68H129N2O9PRS"
"7472",-1,"C69H131N2O9PRS"
"7473",-1,"C69H133N2O9PRS"
"7474",-1,"C70H135N2O9PRS"
"7475",-1,"C68H131N2O9PRS"
"7476",-1,"C68H131N2O9PRS"
"7477",-1,"C70H135N2O9PRS"
"7478",-1,"C33H46N5O12"
"7479",-3,"C7H7O7"
"7480",-1,"C68H131N2O9PRS"
"7481",-1,"C69H133N2O9PRS"
"7482",-1,"C70H135N2O9PRS"
"7483",0,"C138H264O16"
"7484",-1,"C80H155O3"
"7485",-2,"C11H20O12P2"
"7486",-2,"C91H174O14P2"
"7487",-1,"C83H161O4"
"7488",-2,"C94H180O15P2"
"7489",-1,"C79H153O3"
"7490",-2,"C90H172O14P2"
"7491",-1,"C85H167O4"
"7492",-2,"C96H186O15P2"
"7493",-1,"C87H171O4"
"7494",-2,"C98H190O15P2"
"7495",-1,"C85H167O4"
"7496",-2,"C96H186O15P2"
"7497",-1,"C84H165O4"
"7498",-2,"C95H184O15P2"
"7499",-1,"C84H163O4"
"7500",-2,"C95H182O15P2"
"7501",-1,"C86H167O4"
"7502",-2,"C97H186O15P2"
"7503",-1,"C84H163O4"
"7504",-2,"C95H182O15P2"
"7505",0,"C92H176O13"
"7506",0,"C97H188O14"
"7507",0,"C177H342O16"
"7508",0,"C99H192O14"
"7509",0,"C179H346O16"
"7510",0,"C96H184O14"
"7511",0,"C176H338O16"
"7512",0,"C98H188O14"
"7513",0,"C178H342O16"
"7514",0,"C368H706O41"
"7515",0,"C365H698O41"
"7516",0,"C367H702O41"
"7517",0,"C367H702O41"
"7518",0,"C369H706O41"
"7519",0,"C366H698O41"
"7520",-1,"C92H176O16P"
"7521",-1,"C97H188O17P"
"7522",-1,"C99H192O17P"
"7523",-1,"C96H184O17P"
"7524",-1,"C98H188O17P"
"7525",0,"C75H142O14"
"7526",0,"null"
"7527",0,"C5H10O4"
"7528",0,"C47H66O2"
"7529",0,"C6H11OX"
"7530",0,"C14H27OX"
"7531",0,"C7H13OX"
"7532",0,"C15H29OX"
"7533",0,"C5H9OX"
"7534",0,"C15H29OX"
"7535",0,"C16H31OX"
"7536",0,"C17H33OX"
"7537",0,"C46H66O2"
"7538",3,"Co"
"7539",0,"C47H68O2"
"7540",0,"C47H66O2"
"7541",0,"C47H68O2"
"7542",0,"C76H139N3O29P2"
"7543",0,"C88H161N3O30P2"
"7544",0,"C102H187N3O31P2"
"7545",0,"MnO2"
"7546",0,"C8H10N2O6"
"7547",0,"C5H8"
"7548",-3,"C6H8O6P"
"7549",-2,"C5H9O4P"
"7550",-2,"C5H9O4P"
"7551",0,"C9H17NO6S"
"7552",-2,"C4H7O6P"
"7553",-2,"C21H33N7O13P2S"
"7554",0,"null"
"7555",0,"null"
"7556",0,"null"
"7557",0,"C3H7NO"
"7558",0,"C13H8N2O2"
"7559",0,"C12H8N2O"
"7560",0,"C16H27NO4"
"7561",0,"C11H15N5O3S"
"7562",0,"C12H16O12"
"7563",0,"C14H18O13"
"7564",0,"C8H13NO3"
"7565",0,"C10H13N5O3"
"7566",0,"C10H10NO5"
"7567",0,"C7H8NO3"
"7568",-1,"C6H10NO3S"
"7569",0,"C17H25N3O16P2"
"7570",0,"C63H103NO11P2"
"7571",0,"C6H10O6"
"7572",-2,"C5H6O4"
"7573",0,"C16H21NO"
"7574",-2,"C6H4O4"
"7575",-2,"C6H6O5"
"7576",0,"C152H268N2O93P5"
"7577",0,"C156H274N4O95P5"
"7578",0,"C56H102N2O23P2"
"7579",0,"C80H146N2O25P2"
"7580",0,"C189H341N8O127P9"
"7581",0,"C189H341N8O127P9"
"7582",0,"C25H42N3O18P2"
"7583",0,"C37H63N3O20P2"
"7584",0,"C28H52NO12P"
"7585",0,"C13H9N3O"
"7586",-1,"H2O3P"
"7587",0,"C70H117N4O18P3"
"7588",0,"C29H42N7O17P3S"
"7589",0,"C29H44N7O17P3S"
"7590",0,"C17H27N4O17P2"
"7591",0,"C19H29N4O18P2"
"7592",0,"C14H18O13"
"7593",0,"C5H13NO2"
"7594",0,"C16H21NO2"
"7595",0,"C16H21NO2"
"7596",0,"C17H27N4O17P2"
"7597",-1,"C26H31O9"
"7598",0,"C12H23O14P"
"7599",0,"C12H22O11"
"7600",0,"C67H112O16P2"
"7601",0,"C15H28O7P2"
"7602",0,"C45H76O7P2"
"7603",0,"C24H42O21"
"7604",-2,"C18H14N2O8"
"7605",-2,"C24H24N2O13"
"7606",0,"ClR"
"7607",0,"C5H9O7P"
"7608",0,"C21H20O6"
"7609",0,"C27H30O11"
"7610",0,"C8H9NO2"
"7611",0,"C5H4N2O3"
"7612",-2,"C24H24N2O13"
"7613",-3,"C30H31N2O19"
"7614",0,"C35H36N4O5"
"7615",0,"C33H34N4O3"
"7616",0,"C15H22N2O16P2"
"7617",-2,"C7H10O5S"
"7618",-2,"C7H10O5S"
"7619",0,"C22H34N3O22P3R2S"
"7620",-1,"C20H30N3O17P2SR2"
"7621",0,"C6H12NO5P"
"7622",0,"C12H22N3O7P"
"7623",0,"C27H44O3"
"7624",0,"C10H20O7P2"
"7625",0,"C10H11NO5"
"7626",0,"C6H13NO2S"
"7627",0,"C5H11NOS"
"7628",0,"C7H15NO2S"
"7629",0,"C6H13NOS"
"7630",0,"C10H18O2"
"7631",-2,"C16H24N2O14P2"
"7632",0,"C4H7N2O3RS"
"7633",0,"CH2NORS"
"7634",-2,"C11H18O5S"
"7635",-2,"C11H18O5S"
"7636",0,"C97H161N9O27P2"
"7637",0,"C19H20N2O"
"7638",0,"C33H46N7O20P3S"
"7639",0,"C19H21NO4"
"7640",0,"C19H28O3"
"7641",0,"C6H10O5"
"7642",0,"C20H34O"
"7643",0,"C40H68O7P2"
"7644",0,"C10H6O5"
"7645",0,"C20H10O10"
"7646",-1,"C6H8O7R"
"7647",0,"C4H5O7P"
"7648",0,"C8H12N2"
"7649",0,"C14H19NO7S"
"7650",-1,"C14H18NO10S2"
"7651",0,"C27H46O4S"
"7652",0,"C20H36N2O3R2S"
"7653",0,"C16H22O2"
"7654",0,"C17H24O2"
"7655",0,"C26H40N2O33S4"
"7656",0,"C26H40N2O36S5"
"7657",0,"C3H3O3R"
"7658",0,"C3H6NO2R"
"7659",0,"C35H60O7P2"
"7660",0,"C17H22O4"
"7661",0,"C18H24O4"
"7662",0,"C4H10NO4P"
"7663",0,"C6H10O5"
"7664",0,"C27H44O4"
"7665",0,"C27H42O4"
"7666",0,"C10H17N3O6S2"
"7667",0,"C32H44N7O19P3S"
"7668",0,"C19H16O4"
"7669",0,"C27H44O3"
"7670",0,"C3H3ClO"
"7671",0,"C11H20O3S"
"7672",0,"C11H23NO2S"
"7673",0,"C8H16NO9P"
"7674",-2,"C9H14O5S"
"7675",-2,"C9H14O5S"
"7676",0,"C25H44O7P2"
"7677",-1,"C6H9O7"
"7678",0,"null"
"7679",0,"C11H14N2O3S"
"7680",-1,"C5H10NOS2"
"7681",0,"C11H21NO6S2"
"7682",0,"C33H54O8"
"7683",0,"C16H20O9"
"7684",0,"C14H17NO10"
"7685",0,"C10H12N2O"
"7686",0,"C20H10O10"
"7687",0,"C6H5NO"
"7688",0,"C52H80O2"
"7689",0,"C3H3ClO"
"7690",0,"C20H20O6"
"7691",0,"C25H28O6"
"7692",0,"C8H15NO6"
"7693",0,"C8H16NO9P"
"7694",-2,"C20H36O7P2"
"7695",-2,"C20H38O7P2"
"7696",0,"C20H36O2"
"7697",-3,"CO5P"
"7698",0,"C10H15N3O12P2"
"7699",-1,"C10H17O3S"
"7700",-2,"C12H20O5S"
"7701",0,"C33H40O16"
"7702",0,"C10H10N2O2"
"7703",0,"C28H48O5"
"7704",-1,"C6H9O7"
"7705",-1,"C6H9O3S"
"7706",0,"C21H34O2"
"7707",-1,"C9H15O3S"
"7708",0,"C9H19NO2S"
"7709",0,"C10H13NO2"
"7710",0,"C9H11NO"
"7711",0,"C10H14O"
"7712",0,"C11H14N2O4S"
"7713",0,"C8H9NO2S"
"7714",0,"C8H9NO"
"7715",-1,"C11H20NO9S3"
"7716",-4,"C37H54N8O27P2"
"7717",0,"C10H16O2"
"7718",-1,"C10H17O3"
"7719",0,"C4H5O5R"
"7720",0,"C4H5O5R"
"7721",0,"C8H12O2"
"7722",0,"C32H42O14"
"7723",0,"C9H5NO4"
"7724",0,"C24H42O21"
"7725",0,"C20H26N10O15P2"
"7726",0,"C96H160N10O26P2"
"7727",0,"C100H166N12O28P2"
"7728",0,"C4H10O4"
"7729",0,"C20H28O3"
"7730",0,"C20H26O3"
"7731",-2,"C12H20O5S"
"7732",0,"C26H42N7O19P3S"
"7733",0,"C10H21NOS"
"7734",0,"C15H24"
"7735",0,"C21H32O3"
"7736",0,"C28H48O5"
"7737",0,"C4H7NO2"
"7738",0,"C35H38N4O7"
"7739",0,"C27H44O3"
"7740",-1,"C8H13O3S"
"7741",0,"C8H17NO2S"
"7742",0,"C21H32O3"
"7743",0,"C21H34O3"
"7744",0,"C21H34O2"
"7745",0,"C21H36O2"
"7746",0,"C13H24N3O7P"
"7747",-1,"C11H21N3O6P"
"7748",-2,"C8H12O5S"
"7749",0,"C6H19O27P7"
"7750",0,"C6H20O30P8"
"7751",0,"C20H20O5"
"7752",0,"C12H21N3O3"
"7753",0,"null"
"7754",0,"C27H44N3O18P2R3"
"7755",-1,"C11H18NO8"
"7756",0,"C21H38O6"
"7757",0,"C16H24O4"
"7758",0,"C17H26O4"
"7759",1,"C20H24NO4"
"7760",0,"C15H23N3O14P2"
"7761",-2,"C10H16O5S"
"7762",0,"C15H19NO9"
"7763",0,"C21H27NO15"
"7764",0,"C30H44N4O25P4R2"
"7765",0,"C30H44N4O25P4R2"
"7766",-2,"C34H32N2O16"
"7767",0,"C48H80N7O19P3S"
"7768",0,"C21H32O5S"
"7769",0,"C15H24"
"7770",-1,"C21H32N3O17P2R2S"
"7771",0,"C100H166N10O28P2"
"7772",0,"C10H18O2"
"7773",0,"C10H14O2"
"7774",-3,"C18H15N2O8"
"7775",0,"C18H16N2O8"
"7776",0,"C20H25NO4"
"7777",0,"C15H26O"
"7778",0,"C9H11NO6"
"7779",0,"C10H21NO2S"
"7780",0,"C9H19NOS"
"7781",0,"C6H6O2"
"7782",0,"C6H5O2"
"7783",-2,"C8H12O5S"
"7784",0,"C12H22O"
"7785",0,"C6H11O6R"
"7786",0,"C3H6O6S"
"7787",0,"C15H25N3O14P2"
"7788",0,"C19H18N4O7"
"7789",0,"C14H16O7"
"7790",0,"C10H18O"
"7791",0,"C10H16O"
"7792",0,"C9H14NO2R"
"7793",-1,"C6H4NO3"
"7794",-7,"C43H41CoN4O16"
"7795",0,"C8H16N2O3S2"
"7796",0,"C48H80N7O19P3S"
"7797",-2,"C10H16O5S"
"7798",-1,"C5H11NO4P"
"7799",0,"C7H14NO5P"
"7800",0,"C7H12NO6RS"
"7801",0,"C7H12NO9RS2"
"7802",0,"C20H18O5"
"7803",0,"C7H15NOS"
"7804",0,"C10H20O7P2"
"7805",0,"C10H17NO2"
"7806",0,"C19H26O3"
"7807",0,"C19H30O2"
"7808",0,"C15H24"
"7809",-2,"C16H22N2O14P2"
"7810",-3,"C48H77N7O20P3S"
"7811",0,"C9H14NO2R"
"7812",0,"C27H44O3"
"7813",0,"C8H17NOS"
"7814",-1,"C7H11O3S"
"7815",-1,"C13H17N6O8PR"
"7816",0,"C48H80N7O20P3S"
"7817",0,"C27H44O3"
"7818",-1,"C8H6NO5"
"7819",-1,"C8H8NO5"
"7820",0,"C19H28O3"
"7821",-3,"C18H15N2O7"
"7822",0,"C10H17NO2"
"7823",0,"C30H52O7P2"
"7824",-3,"C40H39N2O22"
"7825",0,"C10H16"
"7826",0,"C52H85N3O13P2"
"7827",0,"C13H20N4O8R2"
"7828",0,"C12H23NO6S2"
"7829",-1,"C12H22NO9S3"
"7830",0,"C10H18O2"
"7831",0,"C10H16O2"
"7832",0,"C10H17N3O6"
"7833",0,"C5H11NO"
"7834",0,"C16H20O4"
"7835",0,"C17H22O4"
"7836",-1,"C5H9O7PR"
"7837",0,"null"
"7838",0,"null"
"7839",0,"C10H18O2"
"7840",0,"C10H20O3"
"7841",0,"C5H6NO3R"
"7842",0,"C5H8NO4R"
"7843",3,"FeR"
"7844",2,"FeR"
"7845",2,"FeR"
"7846",3,"FeR"
"7847",0,"C6H12O6"
"7848",0,"C8H15NO6"
"7849",0,"C12H22O11"
"7850",0,"C14H12O2"
"7851",0,"C14H12O2"
"7852",1,"C4H8NO2"
"7853",-2,"C5H9O8P"
"7854",0,"null"
"7855",0,"null"
"7856",-1,"C5H7O4"
"7857",0,"C12H22O11"
"7858",-2,"C4H4O6"
"7859",-2,"C5H4O6"
"7860",-2,"C6H11O9P"
"7861",-2,"C6H11O9P"
"7862",-4,"C6H10O12P2"
"7863",0,"C6H12O6"
"7864",0,"C6H12O6"
"7865",0,"C6H12O6"
"7866",0,"C6H10O5"
"7867",-1,"C4H5O3"
"7868",0,"C6H12O6"
"7869",-1,"C11H18NO9"
"7870",-1,"C11H18NO9"
"7871",-1,"C6H9O7"
"7872",1,"C6H14NO5"
"7873",0,"C7H14N2O4S"
"7874",0,"CHO2R"
"7875",0,"C5H10O5"
"7876",0,"C5H10O5"
"7877",0,"C5H10O5"
"7878",0,"C7H14O7"
"7879",0,"C5H10O5"
"7880",-1,"C6H9O7"
"7881",0,"C17H28O"
"7882",0,"C3H8O2"
"7883",0,"C4H8O2"
"7884",0,"C6O2R4"
"7885",0,"C6H2O2R4"
"7886",-1,"C4H5N4O3"
"7887",0,"C6H12O5"
"7888",0,"C6H12O5"
"7889",0,"C5H6O5R2"
"7890",-1,"C8H13O2S2"
"7891",0,"C10H18O"
"7892",0,"C21H20O8"
"7893",-1,"C4H7O3"
"7894",1,"C9H14NO2"
"7895",0,"C8H15NO6"
"7896",0,"C17H23NO4"
"7897",0,"C5H8"
"7898",-1,"C5H9O4"
"7899",0,"C17H26O15R2"
"7900",0,"C15H19NO10"
"7901",0,"C50H86N3O26R"
"7902",1,"C17H26NO3"
"7903",-3,"C48H77N7O21P3S"
"7904",0,"null"
"7905",-1,"C5H8NO5"
"7906",1,"C10H15N2"
"7907",0,"C16H17NO3"
"7908",0,"C17H19NO3"
"7909",0,"C6H8O5"
"7910",0,"C6H10O5"
"7911",0,"C6H10O5"
"7912",-2,"C20H34O7P2"
"7913",0,"C10H16"
"7914",0,"C20H36O6"
"7915",0,"C34H50O8"
"7916",0,"C34H48O7"
"7917",0,"C33H48O8"
"7918",0,"C33H46O7"
"7919",1,"C27H32NO9"
"7920",1,"C27H32NO10"
"7921",0,"C5H7N"
"7922",0,"C10H12N2"
"7923",-1,"C6H5O4"
"7924",0,"C20H14O2"
"7925",0,"null"
"7926",0,"C28H44O"
"7927",0,"C40H54O"
"7928",0,"C40H54O2"
"7929",0,"C40H54O3"
"7930",0,"C8H16NORS2"
"7931",0,"C8H14NORS2"
"7932",0,"C28H48O3"
"7933",0,"C40H56O"
"7934",0,"C40H56O2"
"7935",0,"C8H10N4O3"
"7936",0,"C7H12N4O3"
"7937",0,"C2H6N2O"
"7938",0,"C3H8N2O"
"7939",0,"C22H25NO6"
"7940",1,"C21H26NO5"
"7941",0,"C12H14N2O2"
"7942",-3,"C11H17NO11P"
"7943",0,"C3H5O6P"
"7944",0,"C7H13NO5"
"7945",0,"C16H22N2O14P2"
"7946",-1,"C7H6NO3"
"7947",0,"C17H22O3"
"7948",0,"C18H24O3"
"7949",0,"C18H24O4"
"7950",0,"C20H25NO4"
"7951",0,"C16H20O3"
"7952",-2,"C9H7NO5"
"7953",0,"C18H20N2O6"
"7954",0,"C8H9NO2"
"7955",-2,"C17H16N2O6"
"7956",0,"C12H16N2O6S"
"7957",0,"null"
"7958",0,"C15H24O"
"7959",0,"C15H22O"
"7960",0,"C15H24O"
"7961",-2,"C2H5O4P"
"7962",0,"C5H12NO4P"
"7963",-1,"C6H9O7"
"7964",0,"C6H13NO4"
"7965",0,"C6H11NO4"
"7966",2,"C6H16N2O3"
"7967",0,"C14H27N3O8"
"7968",3,"C12H28N3O7"
"7969",0,"C12H23N3O7"
"7970",4,"C12H30N4O6"
"7971",0,"C17H35N4O13P"
"7972",4,"C17H38N4O10"
"7973",0,"C25H47N5O15"
"7974",0,"C23H45N5O14"
"7975",0,"C23H43N5O14"
"7976",6,"C23H52N6O13"
"7977",6,"C23H52N6O13"
"7978",0,"C4H8NORS"
"7979",0,"C9H15N2O4RS"
"7980",0,"C5H8NO3RS"
"7981",0,"C9H15N2O5RS"
"7982",0,"C26H48N6O15"
"7983",0,"C21H41N5O12"
"7984",0,"C21H41N5O12"
"7985",0,"C10H18O2"
"7986",0,"C10H16O2"
"7987",0,"C16H24N2O13P2"
"7988",0,"C16H27N3O12P2"
"7989",0,"C18H31N3O12P2"
"7990",0,"C21H28O5"
"7991",-2,"C8H14NO9P"
"7992",0,"C34H34N4O5"
"7993",0,"C34H37N3O6"
"7994",0,"C37H43N3O12"
"7995",0,"C38H45N3O12"
"7996",0,"C14H14O4"
"7997",0,"C11H6O3"
"7998",-2,"C14H20N2O16P2"
"7999",-1,"C35H39N4O7"
"8000",-1,"C11H16O13PR2"
"8001",0,"C7H13NO9PR"
"8002",0,"C7H14O9PR"
"8003",0,"C12H19O16P2R3"
"8004",-1,"C17H21O3"
"8005",0,"C16H22O2"
"8006",0,"C16H22O3"
"8007",4,"C18H40N4O10"
"8008",3,"C28H51N9O16P"
"8009",1,"C15H25N2O"
"8010",0,"C15H24N2O"
"8011",-2,"C35H34MgN4O5"
"8012",-2,"C35H36MgN4O6"
"8013",-2,"C35H34MgN4O6"
"8014",0,"C30H26MgN4O4R3"
"8015",0,"C31H28MgN4O4R3"
"8016",0,"C46H52MgN4O4R3"
"8017",0,"C45H50MgN4O4R3"
"8018",0,"C55H69MgN4O6"
"8019",0,"C9H13NO7R2"
"8020",0,"C12H19NO7R2"
"8021",0,"C5H9NO2"
"8022",2,"C8H21N3O2"
"8023",2,"C7H19N3O2"
"8024",0,"C13H10O4"
"8025",-1,"C16H31O3"
"8026",-1,"C26H39O6"
"8027",0,"C20H32"
"8028",0,"C20H32"
"8029",0,"C20H32"
"8030",0,"C20H32"
"8031",0,"C20H32"
"8032",0,"C20H32"
"8033",0,"C20H34O2"
"8034",0,"C20H32"
"8035",0,"null"
"8036",0,"null"
"8037",0,"C18H32N2O13S"
"8038",0,"C6H2Cl4"
"8039",0,"C6H4Cl4O2"
"8040",-1,"C6HCl4O2"
"8041",-2,"C6Cl4O4"
"8042",-1,"C6Cl3O4"
"8043",-2,"C6HCl3O5"
"8044",-2,"C6H4Cl2O5"
"8045",0,"C15H26O"
"8046",0,"C2H3Cl3"
"8047",0,"C20H14O2"
"8048",0,"C16H12O2"
"8049",0,"C16H10O2"
"8050",-2,"C16H8O4"
"8051",-1,"C15H9O2"
"8052",-1,"C15H11O4"
"8053",0,"C16H10O"
"8054",0,"C16H12O2"
"8055",0,"C16H10O"
"8056",0,"C16H10O"
"8057",0,"C16H10O2"
"8058",0,"C16H10O2"
"8059",0,"C16H10O2"
"8060",0,"C16H10O2"
"8061",0,"C17H12O"
"8062",0,"C17H12O2"
"8063",0,"C17H12O2"
"8064",0,"C18H14O2"
"8065",0,"C20H12O2"
"8066",-1,"C20H11O4"
"8067",0,"C19H10O2"
"8068",0,"C19H13NO6"
"8069",0,"C20H18N2O7"
"8070",0,"C22H22N2O9"
"8071",0,"C22H21ClN2O7"
"8072",0,"C22H21ClN2O8"
"8073",0,"C20H17ClN2O7"
"8074",0,"C7H6Cl2"
"8075",0,"C7H8Cl2O2"
"8076",0,"C20H14O2"
"8077",0,"C20H12O2"
"8078",-2,"C20H10O4"
"8079",-1,"C19H11O2"
"8080",-1,"C19H11O2"
"8081",0,"C20H14O2"
"8082",0,"C20H12O"
"8083",0,"C20H14O2"
"8084",0,"C7H6Cl2O2"
"8085",-2,"C7H4Cl2O4"
"8086",-1,"C7H5Cl2O4"
"8087",-1,"C7H4ClO4"
"8088",0,"C16H8O2"
