"","charge","chemicalFormula"
"6316",-3,"C15H27O8P2"
"6317",-2,"C19H20N3O12P"
"6318",-3,"C24H26N4O15P"
"6319",-5,"C34H38N6O21P"
"6320",-6,"C39H44N7O24P"
"6321",-7,"C44H50N8O27P"
"6322",-8,"C49H56N9O30P"
"6323",-9,"C54H62N10O33P"
"6324",-4,"C9H14N5O14P3"
"6325",-2,"C18H23N6O8P"
"6326",0,"C18H24N6O5"
"6327",-2,"C23H31N6O12P"
"6328",-3,"C23H31N6O15P2"
"6329",-4,"C23H31N6O18P3"
"6330",-3,"C28H36N6O16P"
"6331",-3,"C29H38N6O16P"
"6332",-1,"C46H93NO9P"
"6333",0,"C45H94NO7P"
"6334",-1,"C46H94O9P"
"6335",-1,"C49H98O12P"
"6336",-4,"C13H22NO10PS3"
"6337",-1,"C8H7O3"
"6338",-1,"C10H8NO2"
"6339",-3,"C13H16N5O13P2"
"6340",0,"CH4O"
"6341",1,"CH6N"
"6342",0,"N2"
"6343",0,"C9H14N4O3"
"6344",-2,"C12H13N2O8P"
"6345",0,"C8H8O2"
"6346",-4,"C3H3O9PS"
"6347",-2,"C3H4O6S"
"6348",-1,"C5H8NO5S2"
"6349",-3,"C7H7O7"
"6350",-1,"HO3S"
"6351",0,"S"
"6352",1,"C3H10N"
"6353",-1,"C14H16N2O6P"
"6354",-1,"C14H16N2O6P"
"6355",0,"C10H14N2O5"
"6356",0,"C41H58O2"
"6357",0,"C41H56O2"
"6358",-8,"C42H38N4O16"
"6359",-1,"C68H129N2O8PRS"
"6360",-1,"C69H131N2O8PRS"
"6361",-1,"C62H117N2O7PRS"
"6362",-1,"C63H119N2O7PRS"
"6363",-1,"C20H39O2"
"6364",-1,"C67H127N2O8PRS"
"6365",-1,"C68H131N2O9PRS"
"6366",-1,"C69H133N2O9PRS"
"6367",-1,"C70H135N2O9PRS"
"6368",-1,"C71H137N2O9PRS"
"6369",-1,"C55H90O8P"
"6370",-1,"C50H82O4P"
"6371",0,"C20H34O17"
"6372",0,"C30H50O25"
"6373",-1,"C70H133N2O8PRS"
"6374",-1,"C71H135N2O8PRS"
"6375",-1,"C12H21O14S"
"6376",-2,"C47H85N3O15P2"
"6377",-1,"C44H84O13P"
"6378",-1,"C37H73O2"
"6379",-1,"C42H83O2"
"6380",0,"C149H288O15"
"6381",-2,"C41H80O13P2"
"6382",-1,"C41H80O10P"
"6383",-1,"C72H134O24P"
"6384",-1,"C56H92O9P"
"6385",-1,"C78H144O29P"
"6386",-2,"C79H152O17P2"
"6387",-1,"C38H74O8P"
"6388",-2,"C55H90O11P2"
"6389",-1,"C19H37O2"
"6390",-1,"C19H37O2"
"6391",-1,"C68H124O33P"
"6392",-1,"C74H134O38P"
"6393",0,"C48H80O40"
"6394",-2,"C249H415NO167P2"
"6395",-1,"C32H61O5"
"6396",-3,"C53H93N7O20P3S"
"6397",-1,"C21H41O2"
"6398",-2,"C254H423NO171P2"
"6399",0,"C34H60O4"
"6400",0,"C35H64O4"
"6401",-3,"C5H10O14P3"
"6402",0,"C684H1104O552"
"6403",-2,"C938H1525NO722P2"
"6404",-1,"C84H154O34P"
"6405",0,"C31H62O3"
"6406",0,"C32H66O3"
"6407",-1,"C56H104O23P"
"6408",-1,"C62H114O28P"
"6409",-1,"C31H61O2"
"6410",-1,"C34H67O2"
"6411",0,"C117H218O18"
"6412",0,"C121H226O18"
"6413",-2,"C50H91N3O15P2"
"6414",-2,"C44H86O13P2"
"6415",-1,"C23H45O2"
"6416",-4,"C41H70N7O17P3S"
"6417",-1,"C34H57N2O9PRS"
"6418",-1,"C46H79N2O12PRS"
"6419",-1,"C23H37O3"
"6420",-3,"C44H69N7O18P3S"
"6421",-1,"C80H144O43P"
"6422",-1,"C44H86O10P"
"6423",-1,"C26H51O2"
"6424",-1,"C29H57O2"
"6425",-1,"C32H63O2"
"6426",0,"C99H188O6"
"6427",-1,"C28H55O2"
"6428",-1,"C18H25N2O9PRS"
"6429",0,"C105H198O10"
"6430",-1,"C24H47O2"
"6431",-1,"C31H59N2O8PRS"
"6432",-1,"C43H81N2O11PRS"
"6433",0,"C111H208O14"
"6434",-1,"C40H79O2"
"6435",0,"C43H69N5O10"
"6436",-1,"C36H71O2"
"6437",-1,"C39H77O2"
"6438",-1,"C33H65O2"
"6439",-1,"C50H94O18P"
"6440",-1,"C22H43O2"
"6441",-1,"C84H165O4"
"6442",-1,"C78H151O3"
"6443",0,"C174H336O16"
"6444",-1,"C149H287O18S"
"6445",-1,"C35H59O6"
"6446",-1,"C42H83O3"
"6447",-1,"C25H49O2"
"6448",-1,"C30H59O2"
"6449",0,"C96H190O5"
"6450",-1,"C66H124O19P"
"6451",-3,"C20H28N3O20P2"
"6452",-1,"C88H164O25P"
"6453",-4,"C28H39N5O24P2"
"6454",-4,"C35H51N7O27P2"
"6455",-4,"C41H61N9O29P2"
"6456",-4,"C87H139N7O24P2"
"6457",-4,"C95H152N8O29P2"
"6458",-1,"C39H63N8O19"
"6459",-2,"C55H90O11P2"
"6460",-1,"C55H90O8P"
"6461",4,"C43H71FeN5O10"
"6462",1,"C15H29N2O11S"
"6463",0,"C17H30N2O12S"
"6464",0,"C14H25NO11"
"6465",0,"C18H30N2O13S"
"6466",0,"C18H32N2O13S"
"6467",1,"C12H24NO10"
"6468",0,"C27H40N4O14S"
"6469",-1,"C15H18N3O5S"
"6470",0,"C19H28O4"
"6471",0,"C19H26O4"
"6472",0,"C42H72O36"
"6473",-1,"C23H37O3"
"6474",0,"C5H10O5"
"6475",0,"C99H188O6"
"6476",0,"C10H12N2O2"
"6477",0,"C10H12N2O2"
"6478",-4,"C21H32N7O16P3S"
"6479",0,"C42H72O36"
"6480",-1,"C15H18N3O5S"
"6481",0,"C96H190O5"
"6482",0,"C11H10O3"
"6483",-1,"C11H7O3"
"6484",0,"C11H8O2"
"6485",0,"C40H54O2"
"6486",0,"null"
"6487",0,"null"
"6488",-1,"C6H5MgO7"
"6489",-1,"C6H5MgO7"
"6490",0,"null"
"6491",0,"null"
"6492",0,"null"
"6493",0,"null"
"6494",0,"null"
"6495",0,"null"
"6496",0,"null"
"6497",0,"null"
"6498",0,"null"
"6499",0,"null"
"6500",0,"null"
"6501",0,"null"
"6502",0,"null"
"6503",0,"null"
"6504",0,"null"
"6505",0,"null"
"6506",0,"null"
"6507",0,"null"
"6508",2,"C14H26N2O7"
"6509",1,"C24H37N7O13P"
"6510",0,"null"
"6511",0,"null"
"6512",0,"null"
"6513",0,"null"
"6514",0,"null"
"6515",0,"null"
"6516",0,"null"
"6517",0,"null"
"6518",0,"null"
"6519",0,"C3H5NO"
"6520",0,"null"
"6521",-2,"C7H10O4"
"6522",0,"null"
"6523",0,"null"
"6524",0,"null"
"6525",-1,"C5H9O4"
"6526",-1,"C6H7O6"
"6527",-4,"C26H38N7O17P3S"
"6528",0,"null"
"6529",-4,"C10H9O10P"
"6530",-1,"C6H7O6"
"6531",0,"null"
"6532",0,"null"
"6533",0,"null"
"6534",0,"null"
"6535",0,"null"
"6536",0,"null"
"6537",0,"null"
"6538",0,"null"
"6539",0,"null"
"6540",0,"null"
"6541",0,"null"
"6542",0,"null"
"6543",0,"null"
"6544",0,"null"
"6545",0,"null"
"6546",0,"null"
"6547",0,"null"
"6548",-1,"C5H5N2O4"
"6549",0,"null"
"6550",0,"null"
"6551",0,"null"
"6552",0,"null"
"6553",0,"null"
"6554",0,"null"
"6555",0,"null"
"6556",-2,"C6H11O9P"
"6557",0,"null"
"6558",0,"C6H12O6"
"6559",-1,"C6H9O7"
"6560",0,"null"
"6561",0,"null"
"6562",0,"null"
"6563",0,"null"
"6564",0,"null"
"6565",0,"null"
"6566",0,"null"
"6567",0,"C6H13NO2"
"6568",0,"null"
"6569",0,"null"
"6570",0,"C6H13NO2"
"6571",0,"null"
"6572",0,"null"
"6573",0,"null"
"6574",0,"null"
"6575",0,"null"
"6576",0,"null"
"6577",0,"null"
"6578",-1,"C6H9O5"
"6579",0,"null"
"6580",0,"null"
"6581",0,"null"
"6582",0,"null"
"6583",0,"null"
"6584",0,"C24H42O21"
"6585",0,"null"
"6586",0,"null"
"6587",0,"null"
"6588",0,"null"
"6589",0,"null"
"6590",0,"null"
"6591",0,"null"
"6592",0,"null"
"6593",0,"null"
"6594",0,"null"
"6595",0,"null"
"6596",0,"null"
"6597",0,"null"
"6598",-2,"C6H13O9P"
"6599",0,"null"
"6600",0,"C21H26O2"
"6601",0,"null"
"6602",0,"null"
"6603",0,"C5H10O5"
"6604",0,"null"
"6605",0,"null"
"6606",0,"null"
"6607",0,"null"
"6608",0,"null"
"6609",0,"null"
"6610",0,"C5H11NO2"
"6611",0,"null"
"6612",0,"null"
"6613",-2,"C13H18N3O14P2R"
"6614",0,"null"
"6615",-1,"C4H5N2O3R2"
"6616",-1,"C4H5N2O3R2"
"6617",-1,"C6H7N3O4R3"
"6618",-1,"C6H7N3O4R3"
"6619",0,"null"
"6620",0,"null"
"6621",0,"null"
"6622",0,"null"
"6623",0,"null"
"6624",0,"null"
"6625",0,"null"
"6626",0,"C5H10O5"
"6627",0,"C5H10O5"
"6628",0,"C12H22O11"
"6629",0,"C10H18O9"
"6630",0,"null"
"6631",0,"C6H13O8P"
"6632",0,"null"
"6633",0,"null"
"6634",0,"null"
"6635",0,"null"
"6636",0,"null"
"6637",0,"null"
"6638",0,"null"
"6639",0,"null"
"6640",0,"C13H25N3O5"
"6641",-1,"C6H9O3"
"6642",0,"C4H8N2O3"
"6643",0,"null"
"6644",0,"C3H7NO2S"
"6645",0,"C4H6O2"
"6646",0,"C6H9N3O2"
"6647",-1,"C9H9O4"
"6648",0,"null"
"6649",0,"null"
"6650",0,"null"
"6651",0,"null"
"6652",0,"null"
"6653",0,"null"
"6654",0,"C4H8OS"
"6655",0,"C4H8OS"
"6656",0,"C6H6N2O"
"6657",0,"C9H11NO2"
"6658",-1,"C9H9O3"
"6659",0,"null"
"6660",0,"null"
"6661",-2,"C11H20O12P2"
"6662",-1,"C86H168O4"
"6663",-3,"C97H188O16P2"
"6664",-2,"C89H170O14P2"
"6665",-1,"C90H172O16P"
"6666",-2,"C95H182O14P2"
"6667",-1,"C96H184O16P"
"6668",-3,"C98H189O18P"
"6669",-3,"C97H186O15P2"
"6670",-3,"C98H187O17P"
"6671",-3,"C25H39N7O17P3S"
"6672",-3,"C25H37N7O17P3S"
"6673",-3,"C25H39N7O18P3S"
"6674",-3,"C26H39N7O17P3S"
"6675",-1,"C5H7O3"
"6676",-3,"C25H39N7O17P3S"
"6677",-3,"C25H37N7O17P3S"
"6678",-3,"C25H39N7O18P3S"
"6679",-1,"C4H7O3"
"6680",-1,"C4H5O3"
"6681",0,"C8H15NO6"
"6682",0,"C7H14O6"
"6683",-2,"C4H4O6"
"6684",0,"C6H10O6"
"6685",-1,"C10H11N5O6P"
"6686",-1,"C9H11N3O7P"
"6687",-1,"C9H10N2O8P"
"6688",-1,"C9H12N2O9P"
"6689",-1,"C9H12N2O9P"
"6690",0,"C7H14O6"
"6691",-2,"C6H8N2O5"
"6692",-2,"C4H8NO6P"
"6693",0,"C12H25N2O10P"
"6694",0,"C27H30O16"
"6695",0,"C27H44O6"
"6696",0,"C15H26O"
"6697",0,"C16H26O2"
"6698",0,"C16H26O3"
"6699",0,"C16H28O4"
"6700",-1,"C15H25O4"
"6701",-1,"C15H23O3"
"6702",-1,"C16H28O7P"
"6703",-3,"C20H28N2O21P3R2"
"6704",-3,"C21H29N5O20P3R2"
"6705",-3,"C21H29N5O20P3R2"
"6706",-2,"C21H30N5O20P3R2"
"6707",-1,"C5H5O5"
"6708",-1,"C42H72O39P"
"6709",-1,"C5H5O5"
"6710",-3,"C21H29N5O20P3R2"
"6711",-1,"C8H6NO4"
"6712",0,"C5H12O5"
"6713",0,"C5H10O5"
"6714",0,"C24H42O21"
"6715",0,"C30H52O26"
"6716",0,"C5H6N2O3"
"6717",0,"C27H30O12"
"6718",-3,"C15H24O17P3R2"
"6719",-3,"C5H10O13P3"
"6720",0,"C6H5O4PR2"
"6721",-1,"O4PR2"
"6722",-2,"C10H14N3O6R"
"6723",0,"C8H9NO2"
"6724",0,"C7H8N2O2"
"6725",-1,"C6H9N2O4"
"6726",-2,"C16H18N2O5S"
"6727",0,"C60H85CoN13O15P"
"6728",1,"C61H88CoN13O15P"
"6729",0,"C13H20O3"
"6730",0,"C13H18O3"
"6731",-1,"C15H12NO4"
"6732",0,"C19H24O6"
"6733",0,"C9H10O3"
"6734",0,"C10H14O4"
"6735",0,"C10H16O3"
"6736",0,"C19H21NO3"
"6737",0,"C27H46"
"6738",0,"C27H46O"
"6739",0,"C27H48O2"
"6740",-2,"C33H36N4O6"
"6741",-1,"C17H21O3"
"6742",0,"C4H10O2S2"
"6743",0,"C4H8O2S2"
"6744",0,"C13H12O2"
"6745",-1,"C10H10N5O5"
"6746",-2,"C14H12N2O8"
"6747",0,"C29H50O"
"6748",0,"C27H42O"
"6749",0,"C30H48"
"6750",0,"C14H10N6O9"
"6751",0,"C14H10N6O9"
"6752",0,"C14H10N6O9"
"6753",-1,"C15H21N5O8P"
"6754",-1,"C10H9N2OS"
"6755",0,"C16H20N2O6S"
"6756",-3,"C14H13O9"
"6757",-3,"C39H63N7O17P3S"
"6758",-3,"C39H61N7O17P3S"
"6759",-3,"C41H61N7O17P3S"
"6760",-1,"C22H31O2"
"6761",-3,"C39H61N7O17P3S"
"6762",-1,"C18H29O2"
"6763",-3,"C41H65N7O17P3S"
"6764",-1,"C20H33O2"
"6765",-4,"C43H74N7O17P3S"
"6766",-1,"C22H43O2"
"6767",-3,"C41H69N7O17P3S"
"6768",-1,"C20H37O2"
"6769",-3,"C43H73N7O17P3S"
"6770",-1,"C22H41O2"
"6771",-3,"C45H77N7O17P3S"
"6772",-1,"C24H45O2"
"6773",-3,"C43H65N7O17P3S"
"6774",-1,"C22H33O2"
"6775",-3,"C41H67N7O17P3S"
"6776",-1,"C20H35O2"
"6777",-3,"C43H67N7O17P3S"
"6778",-1,"C22H35O2"
"6779",-3,"C41H65N7O17P3S"
"6780",-1,"C20H33O2"
"6781",0,"C6H12O5"
"6782",0,"C4H9NO3"
"6783",0,"C5H8"
"6784",0,"C35H33MgN4O6"
"6785",0,"C35H31MgN4O6"
"6786",0,"C14H14O4"
"6787",0,"C11H6O3"
"6788",-3,"C8H9O7"
"6789",-2,"C7H8O5"
"6790",-3,"C9H11O7"
"6791",-2,"C8H10O5"
"6792",0,"C9H12FN3O4"
"6793",0,"C9H11FN2O5"
"6794",0,"C4H3FN2O2"
"6795",-2,"C5H9O7P"
"6796",0,"C4H5FN2O2"
"6797",-1,"C4H6FN2O3"
"6798",0,"C3H6FNO2"
"6799",0,"C9H11FN2O6"
"6800",0,"C9H11FN2O5"
"6801",-1,"C9H11FN2O9P"
"6802",-1,"C9H11FN2O8P"
"6803",0,"C5H4N4S"
"6804",0,"C5H4N4O2S"
"6805",0,"C6H6N4S"
"6806",-1,"C10H12N4O7PS"
"6807",-1,"C11H14N4O7PS"
"6808",-1,"C10H12N4O8PS"
"6809",-3,"C10H12N4O13P3S"
"6810",-1,"C10H13N5O7PS"
"6811",0,"C5H5N5S"
"6812",-1,"C11H15N5O7PS"
"6813",0,"C5H10O5"
"6814",0,"C5H10O5"
"6815",0,"C6H7N3O"
"6816",0,"C8H9N3O2"
"6817",-1,"C6H4NO2"
"6818",0,"C2H6N2O"
"6819",0,"C4H8N2O2"
"6820",0,"H4N2"
"6821",-1,"C8H7N2O3"
"6822",-1,"C9H8N3O3"
"6823",-2,"C11H9N3O5"
"6824",0,"C22H20N2O5"
"6825",-1,"C28H27N2O11"
"6826",-1,"C24H28NO9"
"6827",-1,"C23H26NO9"
"6828",-1,"C23H26NO9"
"6829",1,"C26H30NO"
"6830",0,"C26H29NO2"
"6831",1,"C26H30NO2"
"6832",1,"C25H28NO"
"6833",1,"C25H28NO2"
"6834",1,"C26H30NO2"
"6835",-3,"C43H71N7O17P3S"
"6836",-1,"C22H39O2"
"6837",1,"C25H28NO2"
"6838",0,"C7H15Cl2N2O2P"
"6839",0,"C7H15Cl2N2O3P"
"6840",0,"C7H15Cl2N2O3P"
"6841",-1,"C4H10Cl2N2O2P"
"6842",-1,"C17H29Cl2N5O8PS"
"6843",0,"C7H17Cl2N2O3P"
"6844",-1,"C7H14Cl2N2O4P"
"6845",0,"C7H15Cl2N2O2P"
"6846",0,"C7H15Cl2N2O3P"
"6847",0,"C7H15Cl2N2O3P"
"6848",-1,"C4H10Cl2N2O2P"
"6849",1,"C14H23N2O"
"6850",1,"C14H23N2O2"
"6851",0,"C8H11N"
"6852",0,"C6H13NO2"
"6853",0,"C11H14N2O4"
"6854",0,"C11H14N2O5"
"6855",0,"C11H14N2O5"
"6856",0,"C10H13NO3"
"6857",0,"C10H11NO3"
"6858",-1,"C10H10NO4"
"6859",0,"C10H11NO3"
"6860",0,"C10H9NO3"
"6861",0,"C15H12N2O"
"6862",0,"C15H12N2O2"
"6863",0,"C15H12N2O2"
"6864",0,"C15H14N2O3"
"6865",-1,"C8H15O2"
"6866",-1,"C8H15O3"
"6867",-1,"C8H15O3"
"6868",-1,"C8H15O3"
"6869",1,"C18H18FN2O"
"6870",0,"C18H14FNO2"
"6871",-1,"C18H13FNO3"
"6872",0,"C11H14N5O5R"
"6873",0,"C15H26O"
"6874",0,"C30H50O"
"6875",0,"C20H30O"
"6876",0,"C20H28O"
"6877",-1,"C20H27O2"
"6878",0,"C25H49NO8PR"
"6879",-1,"C20H27O3"
"6880",-1,"C20H27O3"
"6881",-1,"C20H27O3"
"6882",0,"C7H8N2O2"
"6883",0,"C20H28O2"
"6884",-1,"C3H8O6P"
"6885",-1,"C20H33O5"
"6886",1,"C11H15N2O"
"6887",-1,"C9H5O4"
"6888",0,"C19H26O3"
"6889",5,"C36H36FeN4O2"
"6890",4,"C36H36FeN4O2"
"6891",0,"C9H15N3O3R2"
"6892",0,"C13H16O2"
"6893",0,"C5H9N2O3RS"
"6894",-2,"C7H6N2O6R2"
"6895",0,"C31H48O2"
"6896",-1,"C6H7N2O4R2"
"6897",-2,"C10H4N2O6"
"6898",0,"C10H10N2O"
"6899",0,"C13H15N3O3S"
"6900",1,"C40H48NO13"
"6901",0,"C47H51NO14"
"6902",-2,"C30H43N8O17P3S"
"6903",1,"C40H48NO12"
"6904",0,"C15H22FN3O6"
"6905",0,"C5H12O"
"6906",0,"C8H9FN2O3"
"6907",0,"C4H6O2"
"6908",-2,"C10H12N4O10P2S"
"6909",0,"C33H38N4O6"
"6910",-1,"C11H19N2O2"
"6911",1,"C28H31N4O6"
"6912",0,"C5H8O2"
"6913",0,"C6H12N2O2"
"6914",0,"C17H19NO3"
"6915",0,"C16H17NO3"
"6916",1,"C12H19N2O"
"6917",0,"C9H8O"
"6918",1,"C20H22FN2O"
"6919",1,"C19H20FN2O"
"6920",1,"C28H52N9O10S2"
"6921",2,"C18H38N6O5S"
"6922",3,"C20H44N7O5S"
"6923",2,"C30H58N10O10S2"
"6924",3,"C8H24N3"
"6925",2,"C30H56N10O10S2"
"6926",1,"C28H50N9O10S2"
"6927",0,"C15H24"
"6928",0,"C10H16"
"6929",0,"C53H82O2"
"6930",0,"C53H80O2"
"6931",0,"C17H23NO3"
"6932",0,"C16H19NO3"
"6933",0,"C17H21NO3"
"6934",0,"C16H17NO3"
"6935",0,"C12H17NO3"
"6936",0,"C13H19NO3"
"6937",0,"C21H25NO5"
"6938",0,"C22H27NO5"
"6939",0,"C21H25NO5"
"6940",0,"C22H27NO5"
"6941",1,"C9H14NO"
"6942",1,"C10H16NO"
"6943",1,"C9H14NO"
"6944",1,"C19H21N2O"
"6945",1,"C19H23N2O"
"6946",1,"C19H23N2O"
"6947",1,"C20H23N2O2"
"6948",1,"C20H25N2O2"
"6949",-1,"C6H9O6"
"6950",1,"C8H16N"
"6951",0,"C8H17N"
"6952",0,"C12H22O2"
"6953",0,"C12H22O2"
"6954",0,"C12H20O2"
"6955",-1,"C17H21O10"
"6956",0,"C15H18O8"
"6957",0,"C6H12O6"
"6958",1,"C12H17N2O"
"6959",0,"C12H8O5"
"6960",0,"C13H10O5"
"6961",0,"C15H24"
"6962",0,"C15H24"
"6963",0,"C15H24"
"6964",0,"C15H24"
"6965",0,"C15H24"
"6966",-1,"C9H9O4"
"6967",-3,"C30H41N7O19P3S"
"6968",0,"C3H7NO"
"6969",0,"C3H5N"
"6970",0,"C9H10O3"
"6971",0,"C7H8O2"
"6972",-3,"C30H41N7O20P3S"
"6973",-3,"C30H41N7O19P3S"
"6974",0,"null"
"6975",0,"null"
"6976",0,"null"
"6977",-3,"C30H41N7O19P3S"
"6978",-5,"C31H47N7O19P3S"
"6979",-2,"C10H16O4"
"6980",0,"null"
"6981",0,"null"
"6982",0,"null"
"6983",0,"null"
"6984",0,"null"
"6985",0,"null"
"6986",0,"null"
"6987",0,"null"
"6988",0,"null"
"6989",-4,"C37H60N7O17P3S"
"6990",0,"null"
"6991",0,"null"
"6992",0,"null"
"6993",0,"null"
"6994",-4,"C39H64N7O17P3S"
"6995",0,"null"
"6996",0,"null"
"6997",0,"null"
"6998",0,"null"
"6999",0,"null"
"7000",-3,"C6H5O6"
"7001",-3,"C30H41N7O20P3S"
"7002",0,"C9H10O3"
"7003",-3,"C6H5O6"
"7004",-4,"C95H152N8O28P2"
"7005",-2,"C55H90O7P2"
"7006",0,"null"
"7007",0,"null"
"7008",0,"null"
"7009",0,"null"
"7010",0,"null"
"7011",0,"null"
"7012",0,"null"
"7013",0,"null"
"7014",0,"null"
"7015",0,"null"
"7016",0,"null"
"7017",0,"null"
"7018",0,"null"
"7019",0,"null"
"7020",0,"null"
"7021",0,"null"
"7022",-1,"C25H47N2O9PRS"
"7023",-1,"C7H11N2O5"
"7024",0,"null"
"7025",0,"null"
"7026",0,"null"
"7027",0,"null"
"7028",0,"null"
"7029",0,"null"
"7030",0,"null"
"7031",-1,"C7H11N2O5"
"7032",0,"null"
"7033",0,"C7H15NO3"
"7034",-1,"C3H5O3"
"7035",-1,"C3H5O3"
"7036",-1,"C2H3O3"
"7037",0,"C4H4N2O2"
"7038",-3,"C6H5O7"
"7039",0,"C4H9NO3"
"7040",0,"null"
"7041",0,"null"
"7042",-1,"C7H7O5"
"7043",0,"C5H11NO2"
"7044",0,"C4H9NO2"
"7045",1,"C5H14NO"
"7046",0,"C10H13N5O4"
"7047",-2,"C6H8O4"
"7048",-1,"C7H6NO2"
"7049",0,"C7H8O"
"7050",-1,"C10H19O2"
"7051",-1,"C12H23O2"
"7052",-1,"C14H27O2"
"7053",-1,"C16H31O2"
"7054",0,"null"
"7055",-1,"C18H35O2"
"7056",-1,"C18H33O2"
"7057",-1,"C5H9O2"
"7058",-1,"C6H11O2"
"7059",-3,"C30H41N7O20P3S"
"7060",-1,"C8H15O2"
"7061",-1,"C9H7O4"
"7062",-1,"C16H17O9"
"7063",0,"C10H10O3"
"7064",-1,"C9H7O3"
"7065",0,"C8H18"
"7066",-2,"C7H10O4"
"7067",-1,"C4H7O3"
"7068",-2,"C10H16O4"
"7069",0,"C5H11N3O2"
"7070",0,"C9H10O2"
"7071",0,"C9H10O3"
"7072",-1,"C9H7O4"
"7073",0,"C9H10O3"
"7074",-1,"C9H9O4"
"7075",0,"C10H13N5O3"
"7076",0,"C9H13N3O4"
"7077",0,"C10H12N4O4"
"7078",0,"C9H12N2O5"
"7079",1,"C2H8NO"
"7080",-2,"C4H2O4"
"7081",-2,"C5H6O4"
"7082",0,"C10H13N5O5"
"7083",0,"C4H5N3O"
"7084",0,"C5H4N4"
"7085",-1,"NO3"
"7086",-2,"C3H2O4"
"7087",-1,"C7H5O3"
"7088",-2,"C6H4O4"
"7089",-1,"C7H5O2"
"7090",-1,"C8H7O4"
"7091",0,"C5H4N4O2"
"7092",0,"C7H8"
"7093",-3,"C6H5O6"
"7094",0,"C10H12N4O5"
"7095",-2,"C4H4O5"
"7096",-2,"C3H2O4"
"7097",1,"Na"
"7098",0,"C5H9NO2"
"7099",-2,"C8H12O4"
"7100",-2,"C8H12O4"
"7101",0,"C4H9NO3"
"7102",0,"C10H14N2O5"
"7103",0,"C9H11NO3"
"7104",0,"C9H12N2O6"
"7105",0,"null"
"7106",0,"null"
"7107",0,"null"
"7108",0,"null"
"7109",2,"Fe"
"7110",-2,"CH2NO5P"
"7111",0,"C4H9NO3"
"7112",-1,"C4H5O3"
"7113",0,"C7H14O6"
"7114",0,"C4H8O"
"7115",0,"C4H8O"
"7116",-1,"C5H8NO3S"
"7117",-1,"C5H8NO3S"
"7118",0,"C5H12O5"
"7119",1,"C8H12N"
"7120",-3,"C30H41N7O20P3S"
"7121",0,"C32H60O10"
"7122",0,"C32H60O10"
"7123",0,"C6H13NO2S"
"7124",0,"C6H13NO2S"
"7125",-2,"C10H16O4"
"7126",-3,"C6H3O8"
"7127",0,"C11H22O11"
"7128",0,"C11H22O11"
"7129",-1,"C10H11N5O7P"
"7130",-1,"C7H5O3"
"7131",-1,"C5H7O3"
"7132",0,"C5H12O5"
"7133",-2,"C5H6O5"
"7134",0,"C2H7NO2S"
"7135",-1,"C4H7O3"
"7136",-2,"C5H4O4"
"7137",0,"C2H5NO"
"7138",0,"C2H5N3O2"
"7139",-1,"C4H7O3"
"7140",0,"C5H11NO2"
"7141",-1,"C3H6NO4S"
"7142",-1,"C7H12NO3S"
"7143",-1,"C7H12NO3S"
"7144",-1,"C7H11O6"
"7145",-2,"C5H4O4"
"7146",0,"C6H13NO2"
"7147",0,"C8H15NOS2"
"7148",-1,"C9H11NO6P"
"7149",0,"C18H32O16"
"7150",0,"C18H32O16"
"7151",-1,"C6H6NO3S"
"7152",-1,"C6H6NO3S"
"7153",-1,"C4H7O3"
"7154",1,"C8H12NO2"
"7155",-3,"C6H5O6"
"7156",-1,"C7H5O3"
"7157",0,"C5H9NO3"
"7158",0,"C18H32O16"
"7159",0,"C18H32O16"
"7160",0,"C26H50O10"
"7161",0,"C26H50O10"
"7162",-2,"C6H8O8"
"7163",-1,"C6H5N2O2"
"7164",1,"C4H12N"
"7165",0,"CH4N2S"
"7166",0,"CH4N2S"
"7167",-1,"C3H8O6P"
"7168",0,"C14H21NO11"
"7169",-2,"C7H9NO5"
"7170",0,"C14H21NO14S"
"7171",-2,"C2O4"
"7172",0,"C4H10O4"
"7173",0,"C18H32O16"
"7174",0,"C18H32O16"
"7175",0,"C5H10O5"
"7176",0,"null"
"7177",0,"null"
"7178",1,"C2H8NS"
"7179",0,"C5H12O5"
"7180",0,"C6H12O6"
"7181",0,"C30H52O26"
"7182",0,"C4H9NO2"
"7183",0,"C4H9NO2"
"7184",0,"null"
"7185",0,"null"
"7186",-3,"C22H32N7O17P3RS"
"7187",-3,"C10H13N5O12P3"
"7188",-3,"C10H13N5O13P3"
"7189",0,"C46H64O2"
"7190",0,"C8H9NO3"
"7191",-1,"C7H5O4"
"7192",-2,"C6H6O5"
"7193",-1,"C7H5O3"
"7194",-1,"C6H5O4"
"7195",-3,"C7H3O7"
"7196",-3,"C7H5O8"
"7197",-1,"C6H9O7"
"7198",-1,"C5H4NO4"
"7199",-2,"C40H62N8O21"
"7200",-4,"C31H50N7O18P3S"
"7201",-4,"C29H46N7O18P3S"
"7202",0,"C10H18O2R"
"7203",0,"R"
"7204",0,"C12H22O2R"
"7205",-4,"C33H54N7O18P3S"
"7206",0,"C12H20O2R"
"7207",-4,"C33H52N7O18P3S"
"7208",0,"C14H26O2R"
"7209",-4,"C35H58N7O18P3S"
"7210",0,"C14H24O2R"
"7211",-4,"C35H56N7O18P3S"
"7212",0,"C6H10O2R"
"7213",-4,"C27H42N7O18P3S"
"7214",0,"C8H14O2R"
"7215",0,"C36H64O8R4"
